avg,ido,szel
0.0,0.0,0.13399999999999998
0.0,0.041666666666666664,0.21225
0.0,0.08333333333333333,1.02175
0.0,0.125,6.46925
0.0,0.16666666666666666,9.211500000000001
0.0,0.20833333333333334,6.635
0.0,0.25,8.697500000000002
0.0,0.2916666666666667,13.491499999999998
0.0,0.3333333333333333,23.906750000000002
0.0,0.375,6.2335
0.0,0.4166666666666667,0.0
8.431000000000001,0.4583333333333333,1.4955
8.407416666666668,0.5,0.5297499999999999
8.460055555555558,0.5416666666666666,2.36275
7.800111111111111,0.5833333333333334,0.6125
7.039138888888889,0.625,0.2205
6.369972222222222,0.6666666666666666,0.58575
5.428083333333334,0.7083333333333334,8.40875
3.9941111111111107,0.75,26.874499999999998
2.2721111111111107,0.7916666666666666,45.0985
4.565555555555555,0.8333333333333334,66.53725
9.576500000000001,0.875,45.3345
16.803361111111112,0.9166666666666666,46.78750000000001
21.781666666666663,0.9583333333333334,41.099000000000004
26.71775,0.0,35.60675
31.216250000000002,0.041666666666666664,34.934
35.14805555555555,0.08333333333333333,82.5155
38.964527777777775,0.125,117.59925
47.19861111111111,0.16666666666666666,111.0745
57.27913888888889,0.20833333333333334,86.2715
64.60980555555557,0.25,59.733
66.80250000000001,0.2916666666666667,44.35875
68.40233333333333,0.3333333333333333,47.249
68.13247222222222,0.375,46.95225
68.81580555555556,0.4166666666666667,43.095
70.07641666666667,0.4583333333333333,40.59375000000001
70.98319444444445,0.5,55.0615
66.32522222222222,0.5416666666666666,91.44
59.37658333333333,0.5833333333333334,89.27624999999999
57.194972222222226,0.625,61.3605
57.52883333333333,0.6666666666666666,46.361
57.70966666666667,0.7083333333333334,62.020250000000004
57.932138888888886,0.75,67.866
59.573388888888886,0.7916666666666666,67.70875000000001
61.89713888888889,0.8333333333333334,79.99849999999999
64.632,0.875,55.07525
69.01030555555556,0.9166666666666666,57.46525
69.01183333333333,0.9583333333333334,42.039500000000004
65.23686111111111,0.0,41.017
59.98833333333333,0.041666666666666664,53.94725
57.72794444444445,0.08333333333333333,46.4195
58.57086111111111,0.125,44.0295
56.83744444444445,0.16666666666666666,52.248250000000006
54.188944444444445,0.20833333333333334,38.2945
52.471111111111114,0.25,44.260749999999994
47.837333333333326,0.2916666666666667,60.69075
46.63572222222222,0.3333333333333333,48.5155
46.99411111111111,0.375,35.5315
47.71366666666667,0.4166666666666667,28.041749999999997
47.104166666666664,0.4583333333333333,34.20775
44.22577777777778,0.5,46.737500000000004
42.868916666666664,0.5416666666666666,30.7235
43.169805555555556,0.5833333333333334,19.447250000000004
40.77816666666667,0.625,19.399749999999997
38.68402777777778,0.6666666666666666,17.1315
35.92169444444445,0.7083333333333334,7.1745
31.081777777777784,0.75,1.9025
26.488333333333333,0.7916666666666666,6.9822500000000005
22.75177777777778,0.8333333333333334,17.959000000000003
20.411833333333334,0.875,20.755000000000003
18.60641666666667,0.9166666666666666,29.185499999999998
15.71947222222222,0.9583333333333334,16.709500000000002
15.548583333333333,0.0,17.46725
15.244388888888889,0.041666666666666664,19.372500000000002
15.029666666666666,0.08333333333333333,13.152000000000001
15.278666666666668,0.125,5.6755
15.942833333333333,0.16666666666666666,0.4645
16.362055555555557,0.20833333333333334,0.966
15.63786111111111,0.25,0.01875
13.749749999999999,0.2916666666666667,0.03275
11.445722222222221,0.3333333333333333,1.8655
8.206527777777778,0.375,4.233
6.557194444444445,0.4166666666666667,12.91775
5.086722222222223,0.4583333333333333,13.83475
4.369527777777778,0.5,18.61025
4.445388888888889,0.5416666666666666,22.314999999999998
5.882583333333333,0.5833333333333334,29.0095
8.310416666666665,0.625,40.675
11.426361111111113,0.6666666666666666,56.074999999999996
15.94372222222222,0.7083333333333334,66.881
22.170638888888888,0.75,87.78775
29.39458333333333,0.7916666666666666,106.49925
38.678444444444445,0.8333333333333334,109.72699999999999
49.076388888888886,0.875,70.4075
59.73108333333333,0.9166666666666666,70.45649999999999
65.48633333333333,0.9583333333333334,103.5045
70.83538888888889,0.0,107.91125
79.11261111111111,0.041666666666666664,124.4575
86.58330555555557,0.08333333333333333,121.73425
94.1813611111111,0.125,107.47250000000001
100.27616666666667,0.16666666666666666,97.073
102.46336111111111,0.20833333333333334,85.50825
101.416,0.25,82.49624999999999
98.72502777777778,0.2916666666666667,82.9035
100.06822222222223,0.3333333333333333,70.19975000000001
101.45122222222223,0.375,57.82175
97.75069444444443,0.4166666666666667,41.2805
92.18519444444445,0.4583333333333333,43.37325
82.94330555555555,0.5,41.9925
74.23652777777778,0.5416666666666666,31.93275
66.96097222222221,0.5833333333333334,28.85375
59.72316666666666,0.625,30.743499999999997
53.42822222222222,0.6666666666666666,31.91975
47.67791666666667,0.7083333333333334,30.89825
42.01305555555556,0.75,28.219
37.64622222222222,0.7916666666666666,35.83225
34.35702777777778,0.8333333333333334,54.8235
33.75166666666666,0.875,59.09625
35.02391666666667,0.9166666666666666,49.725750000000005
36.92433333333334,0.9583333333333334,54.771
38.90133333333333,0.0,66.7885
41.78102777777778,0.041666666666666664,78.12675
45.786027777777775,0.08333333333333333,82.21825
50.92013888888889,0.125,94.9525
56.62236111111112,0.16666666666666666,93.03800000000001
64.03719444444444,0.20833333333333334,89.923
70.3933888888889,0.25,102.7015
74.29333333333335,0.2916666666666667,104.68825000000001
79.13836111111112,0.3333333333333333,105.542
85.24530555555556,0.375,128.75175000000002
90.88652777777779,0.4166666666666667,177.95175
97.77133333333335,0.4583333333333333,172.03449999999998
108.863,0.5,181.0165
118.84258333333335,0.5416666666666666,206.45675
128.40525,0.5833333333333334,175.97575
141.00733333333335,0.625,182.24349999999998
150.56875000000002,0.6666666666666666,170.036
159.40675,0.7083333333333334,150.48275
166.6676111111111,0.75,161.01225000000002
171.6610277777778,0.7916666666666666,169.6305
175.24552777777777,0.8333333333333334,170.51199999999997
174.32094444444445,0.875,172.01475
174.15177777777777,0.9166666666666666,170.00975
173.15158333333335,0.9583333333333334,185.5095
169.10191666666665,0.0,180.60174999999998
170.16122222222222,0.041666666666666664,140.42825
169.97880555555557,0.08333333333333333,113.85350000000001
166.68905555555554,0.125,103.74125
162.61913888888887,0.16666666666666666,89.91
156.25569444444443,0.20833333333333334,68.4125
147.39786111111113,0.25,67.09375
136.0534722222222,0.2916666666666667,69.084
124.39558333333333,0.3333333333333333,53.621750000000006
113.18161111111112,0.375,35.548
98.52741666666667,0.4166666666666667,25.6505
82.41033333333333,0.4583333333333333,16.7735
69.65725,0.5,16.383
58.87058333333334,0.5416666666666666,30.006
49.16411111111111,0.5833333333333334,51.824999999999996
42.508111111111106,0.625,61.5575
40.665055555555554,0.6666666666666666,79.05175
40.04991666666667,0.7083333333333334,122.84050000000002
41.15744444444445,0.75,142.02925
48.84841666666667,0.7916666666666666,139.07150000000001
60.67966666666666,0.8333333333333334,124.17325
73.282,0.875,144.526
85.21530555555556,0.9166666666666666,153.102
99.45341666666667,0.9583333333333334,143.67350000000002
113.13074999999999,0.0,149.65825
123.33613888888891,0.041666666666666664,143.38825
133.12511111111112,0.08333333333333333,120.696
140.2736111111111,0.125,96.495
140.03533333333334,0.16666666666666666,87.74325
134.97597222222223,0.20833333333333334,88.431
129.27283333333332,0.25,99.842
125.30147222222224,0.2916666666666667,105.95425
120.33658333333337,0.3333333333333333,105.3955
115.09794444444444,0.375,91.41825
110.84483333333334,0.4166666666666667,77.31125
104.37372222222221,0.4583333333333333,64.70625
97.03183333333332,0.5,68.02675
90.81075,0.5416666666666666,55.241
87.6476111111111,0.5833333333333334,44.7325
84.03625,0.625,25.89375
79.18086111111111,0.6666666666666666,34.29350000000001
70.96438888888889,0.7083333333333334,25.774250000000002
63.00208333333333,0.75,19.479
54.155277777777776,0.7916666666666666,3.48925
46.16202777777778,0.8333333333333334,0.9685
37.95958333333334,0.875,0.726
30.87761111111111,0.9166666666666666,1.93275
23.39975,0.9583333333333334,4.4395
17.47661111111111,0.0,3.2395
12.999611111111113,0.041666666666666664,2.427
10.482472222222222,0.08333333333333333,5.5785
6.94175,0.125,7.3075
4.697777777777777,0.16666666666666666,6.72475
3.3453888888888894,0.20833333333333334,7.934
3.7048888888888882,0.25,18.694499999999998
4.478833333333333,0.2916666666666667,36.675
6.475333333333333,0.3333333333333333,53.89725
10.335583333333334,0.375,63.49575
15.83088888888889,0.4166666666666667,69.7605
